Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),skills_normalized,skills_count,experience_level,experience_years,experience_level_numeric,job_role_normalized,job_category,education_normalized,education_level,decision_binary,skill_c++,skill_cybersecurity,skill_deep learning,skill_ethical hacking,skill_java,skill_linux,skill_machine learning,skill_natural language processing,skill_networking,skill_python,skill_pytorch,skill_react.js,skill_sql,skill_tensorflow
54,William Hill,"Python, SQL, Machine Learning",9,B.Sc,Google ML,Data Scientist,Hire,82004,2,100,"['python', 'machine learning', 'sql']",3,senior,9,3,data scientist,data_science,B.SC,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
55,James Jones,"Python, SQL, Machine Learning",0,B.Tech,AWS Certified,Data Scientist,Reject,112663,7,60,"['python', 'machine learning', 'sql']",3,fresher,0,0,data scientist,data_science,B.TECH,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
62,Laura Howell,"SQL, Deep Learning, Machine Learning, Python",8,B.Sc,,Data Scientist,Hire,72780,9,100,"['python', 'machine learning', 'deep learning', 'sql']",4,senior,8,3,data scientist,data_science,B.SC,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
63,Kevin Miller,"Machine Learning, Deep Learning, Python",9,M.Tech,Google ML,Data Scientist,Hire,84443,3,100,"['python', 'machine learning', 'deep learning']",3,senior,9,3,data scientist,data_science,M.TECH,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
65,Steven Bell II,"Deep Learning, Python, Machine Learning, SQL",10,MBA,Deep Learning Specialization,Data Scientist,Hire,63516,2,100,"['python', 'machine learning', 'deep learning', 'sql']",4,fresher,10,0,data scientist,data_science,MBA,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
70,Jonathan Fowler,"SQL, Python, Machine Learning, Deep Learning",1,B.Tech,AWS Certified,Data Scientist,Reject,43647,1,45,"['python', 'machine learning', 'deep learning', 'sql']",4,fresher,1,0,data scientist,data_science,B.TECH,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
73,Scott Kidd,"Python, SQL, Machine Learning, Deep Learning",0,M.Tech,Deep Learning Specialization,Data Scientist,Reject,69800,6,60,"['python', 'machine learning', 'deep learning', 'sql']",4,fresher,0,0,data scientist,data_science,M.TECH,3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
77,Timothy Kirby,"Python, Machine Learning",0,M.Tech,Deep Learning Specialization,Data Scientist,Reject,61332,0,20,"['python', 'machine learning']",2,fresher,0,0,data scientist,data_science,M.TECH,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
80,Wesley Rodriguez,"Deep Learning, Python, Machine Learning, SQL",6,B.Sc,Deep Learning Specialization,Data Scientist,Hire,82300,4,100,"['python', 'machine learning', 'deep learning', 'sql']",4,senior,6,3,data scientist,data_science,B.SC,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
87,Heather Bauer,"SQL, Deep Learning, Python, Machine Learning",6,M.Tech,Deep Learning Specialization,Data Scientist,Hire,72143,10,100,"['python', 'machine learning', 'deep learning', 'sql']",4,senior,6,3,data scientist,data_science,M.TECH,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
99,Shannon Patel,"Python, Deep Learning",6,PhD,Google ML,Data Scientist,Hire,63260,8,100,"['python', 'deep learning']",2,senior,6,3,data scientist,data_science,PHD,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
106,Natasha Orr,"Deep Learning, Machine Learning, SQL",7,B.Tech,AWS Certified,Data Scientist,Hire,118152,6,100,"['machine learning', 'deep learning', 'sql']",3,senior,7,3,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
108,Michael Lewis,"Python, Deep Learning, Machine Learning",2,B.Tech,Deep Learning Specialization,Data Scientist,Reject,98024,2,55,"['python', 'machine learning', 'deep learning']",3,junior,2,1,data scientist,data_science,B.TECH,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
109,Michael Jones,"Python, Machine Learning, SQL",4,B.Tech,,Data Scientist,Hire,85884,6,85,"['python', 'machine learning', 'sql']",3,mid-level,4,2,data scientist,data_science,B.TECH,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
112,Richard Jones MD,"Machine Learning, SQL, Deep Learning",5,B.Tech,Deep Learning Specialization,Data Scientist,Hire,59033,4,95,"['machine learning', 'deep learning', 'sql']",3,mid-level,5,2,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
113,Sydney Nelson,"SQL, Python, Machine Learning, Deep Learning",3,MBA,Deep Learning Specialization,Data Scientist,Hire,102054,1,65,"['python', 'machine learning', 'deep learning', 'sql']",4,mid-level,3,2,data scientist,data_science,MBA,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
126,Taylor Cunningham,"SQL, Python",9,B.Sc,Deep Learning Specialization,Data Scientist,Hire,66133,2,100,"['python', 'sql']",2,senior,9,3,data scientist,data_science,B.SC,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
127,Sophia Bradley,"Machine Learning, Python, Deep Learning, SQL",5,M.Tech,Deep Learning Specialization,Data Scientist,Hire,95222,5,100,"['python', 'machine learning', 'deep learning', 'sql']",4,mid-level,5,2,data scientist,data_science,M.TECH,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
138,Jean Clark,"Machine Learning, Python, SQL",10,M.Tech,Google ML,Data Scientist,Hire,88678,3,100,"['python', 'machine learning', 'sql']",3,fresher,10,0,data scientist,data_science,M.TECH,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
139,Tyler Henderson,"Deep Learning, SQL, Python, Machine Learning",4,M.Tech,,Data Scientist,Hire,60868,7,95,"['python', 'machine learning', 'deep learning', 'sql']",4,mid-level,4,2,data scientist,data_science,M.TECH,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
141,Ronald Thomas,"Deep Learning, Python, SQL",3,B.Sc,Google ML,Data Scientist,Hire,64716,2,65,"['python', 'deep learning', 'sql']",3,mid-level,3,2,data scientist,data_science,B.SC,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
143,Thomas Davis,"SQL, Machine Learning, Deep Learning, Python",5,B.Tech,,Data Scientist,Hire,89620,3,85,"['python', 'machine learning', 'deep learning', 'sql']",4,mid-level,5,2,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
147,Dawn Brown,"SQL, Python, Deep Learning, Machine Learning",10,PhD,,Data Scientist,Hire,119703,1,100,"['python', 'machine learning', 'deep learning', 'sql']",4,fresher,10,0,data scientist,data_science,PHD,4,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
148,Joshua Hughes,"Python, Machine Learning",8,PhD,AWS Certified,Data Scientist,Hire,95978,4,100,"['python', 'machine learning']",2,senior,8,3,data scientist,data_science,PHD,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
150,Shannon Johnson,"Python, Machine Learning",9,B.Sc,Google ML,Data Scientist,Hire,83152,2,100,"['python', 'machine learning']",2,senior,9,3,data scientist,data_science,B.SC,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
153,Dale Williams,"Python, Machine Learning, SQL, Deep Learning",7,PhD,AWS Certified,Data Scientist,Hire,62092,2,100,"['python', 'machine learning', 'deep learning', 'sql']",4,senior,7,3,data scientist,data_science,PHD,4,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
154,Victoria Kennedy,"Python, Deep Learning, SQL, Machine Learning",7,B.Tech,Google ML,Data Scientist,Hire,65981,0,100,"['python', 'machine learning', 'deep learning', 'sql']",4,senior,7,3,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
161,Michael Le,"SQL, Machine Learning",3,PhD,Deep Learning Specialization,Data Scientist,Hire,112466,9,95,"['machine learning', 'sql']",2,mid-level,3,2,data scientist,data_science,PHD,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
162,Patricia Scott,"SQL, Machine Learning",5,M.Tech,AWS Certified,Data Scientist,Hire,99076,8,100,"['machine learning', 'sql']",2,mid-level,5,2,data scientist,data_science,M.TECH,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
166,Christopher Fletcher,"Deep Learning, SQL",2,PhD,,Data Scientist,Reject,89120,3,45,"['deep learning', 'sql']",2,junior,2,1,data scientist,data_science,PHD,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
170,Ruth Prince,"Python, Machine Learning",7,M.Tech,,Data Scientist,Hire,98540,0,80,"['python', 'machine learning']",2,senior,7,3,data scientist,data_science,M.TECH,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
172,Lisa Lawson,"Deep Learning, SQL, Python",3,B.Sc,AWS Certified,Data Scientist,Hire,50781,6,85,"['python', 'deep learning', 'sql']",3,mid-level,3,2,data scientist,data_science,B.SC,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
174,Phillip Shaw,"SQL, Python",9,PhD,Deep Learning Specialization,Data Scientist,Hire,69101,8,100,"['python', 'sql']",2,senior,9,3,data scientist,data_science,PHD,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
175,Lisa Jones,"Machine Learning, Deep Learning, Python, SQL",6,MBA,,Data Scientist,Hire,76085,4,100,"['python', 'machine learning', 'deep learning', 'sql']",4,senior,6,3,data scientist,data_science,MBA,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
176,Dillon Hoffman,"SQL, Machine Learning, Python, Deep Learning",9,B.Sc,Google ML,Data Scientist,Hire,57223,2,100,"['python', 'machine learning', 'deep learning', 'sql']",4,senior,9,3,data scientist,data_science,B.SC,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
178,Terry Kaufman,"SQL, Deep Learning, Python, Machine Learning",8,B.Sc,Google ML,Data Scientist,Hire,118651,5,100,"['python', 'machine learning', 'deep learning', 'sql']",4,senior,8,3,data scientist,data_science,B.SC,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
182,Stephen Nichols,"Machine Learning, Deep Learning, SQL, Python",1,PhD,,Data Scientist,Hire,60495,7,65,"['python', 'machine learning', 'deep learning', 'sql']",4,fresher,1,0,data scientist,data_science,PHD,4,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
184,Caitlin Turner,"SQL, Deep Learning, Python",5,PhD,,Data Scientist,Hire,89654,3,80,"['python', 'deep learning', 'sql']",3,mid-level,5,2,data scientist,data_science,PHD,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
189,Evelyn Porter,"SQL, Python, Machine Learning, Deep Learning",3,M.Tech,Google ML,Data Scientist,Hire,65930,5,85,"['python', 'machine learning', 'deep learning', 'sql']",4,mid-level,3,2,data scientist,data_science,M.TECH,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
194,Nicholas Welch,"Machine Learning, SQL, Python",10,PhD,,Data Scientist,Hire,95170,6,100,"['python', 'machine learning', 'sql']",3,fresher,10,0,data scientist,data_science,PHD,4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
197,John Mendoza,"Python, Deep Learning",8,PhD,,Data Scientist,Hire,69641,10,100,"['python', 'deep learning']",2,senior,8,3,data scientist,data_science,PHD,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
211,Cindy Crosby,"Machine Learning, Python, Deep Learning",3,B.Tech,AWS Certified,Data Scientist,Hire,99842,4,75,"['python', 'machine learning', 'deep learning']",3,mid-level,3,2,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
217,Tammy Phillips,"SQL, Deep Learning, Python, Machine Learning",7,B.Sc,,Data Scientist,Hire,82958,10,100,"['python', 'machine learning', 'deep learning', 'sql']",4,senior,7,3,data scientist,data_science,B.SC,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
227,Jacob Long,"Python, Deep Learning, Machine Learning",2,B.Tech,Deep Learning Specialization,Data Scientist,Hire,106472,4,65,"['python', 'machine learning', 'deep learning']",3,junior,2,1,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
233,Jennifer Lane,"Deep Learning, Python",3,MBA,AWS Certified,Data Scientist,Hire,110523,4,70,"['python', 'deep learning']",2,mid-level,3,2,data scientist,data_science,MBA,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
238,April Lewis,"Python, Deep Learning",5,B.Tech,,Data Scientist,Hire,67218,3,75,"['python', 'deep learning']",2,mid-level,5,2,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
240,Sheila Gonzalez,"Deep Learning, SQL",1,M.Tech,Google ML,Data Scientist,Reject,64383,4,50,"['deep learning', 'sql']",2,fresher,1,0,data scientist,data_science,M.TECH,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
242,Mario Savage,"Deep Learning, Machine Learning, Python, SQL",5,B.Tech,AWS Certified,Data Scientist,Hire,78601,7,100,"['python', 'machine learning', 'deep learning', 'sql']",4,mid-level,5,2,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
246,Christine Reyes,"Deep Learning, Python, SQL",2,B.Sc,Deep Learning Specialization,Data Scientist,Hire,119054,8,85,"['python', 'deep learning', 'sql']",3,junior,2,1,data scientist,data_science,B.SC,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
248,Ashley Moore,"Deep Learning, Machine Learning, SQL",5,B.Sc,Google ML,Data Scientist,Hire,41593,4,95,"['machine learning', 'deep learning', 'sql']",3,mid-level,5,2,data scientist,data_science,B.SC,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
254,Juan Velez,"SQL, Machine Learning",2,B.Tech,,Data Scientist,Reject,116999,2,40,"['machine learning', 'sql']",2,junior,2,1,data scientist,data_science,B.TECH,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
259,Bryan Wright,"SQL, Machine Learning, Deep Learning",0,B.Tech,Deep Learning Specialization,Data Scientist,Reject,113435,2,35,"['machine learning', 'deep learning', 'sql']",3,fresher,0,0,data scientist,data_science,B.TECH,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
269,Paul Lozano,"SQL, Machine Learning, Deep Learning, Python",8,M.Tech,Google ML,Data Scientist,Hire,109019,8,100,"['python', 'machine learning', 'deep learning', 'sql']",4,senior,8,3,data scientist,data_science,M.TECH,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
271,Amy Poole,"Machine Learning, SQL, Python",0,PhD,Google ML,Data Scientist,Reject,43642,7,60,"['python', 'machine learning', 'sql']",3,fresher,0,0,data scientist,data_science,PHD,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
277,Dr. Antonio Martinez,"Deep Learning, Machine Learning, Python",3,MBA,AWS Certified,Data Scientist,Reject,71310,1,60,"['python', 'machine learning', 'deep learning']",3,mid-level,3,2,data scientist,data_science,MBA,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
280,Kristen Santana,"Deep Learning, Machine Learning",0,PhD,Google ML,Data Scientist,Reject,73914,1,25,"['machine learning', 'deep learning']",2,fresher,0,0,data scientist,data_science,PHD,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
285,Tara Williams,"Python, Deep Learning",7,B.Tech,,Data Scientist,Hire,104891,2,90,"['python', 'deep learning']",2,senior,7,3,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
288,Rebecca Lewis,"Python, SQL, Deep Learning",10,B.Tech,,Data Scientist,Hire,92689,8,100,"['python', 'deep learning', 'sql']",3,fresher,10,0,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
289,Jonathan Andrews,"Python, Deep Learning, SQL, Machine Learning",2,M.Tech,,Data Scientist,Hire,82012,7,75,"['python', 'machine learning', 'deep learning', 'sql']",4,junior,2,1,data scientist,data_science,M.TECH,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
293,Katelyn Hopkins,"Machine Learning, Python, SQL",6,B.Tech,,Data Scientist,Hire,50393,5,100,"['python', 'machine learning', 'sql']",3,senior,6,3,data scientist,data_science,B.TECH,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
296,Jacqueline Frederick,"Deep Learning, Python, Machine Learning, SQL",2,B.Sc,,Data Scientist,Hire,84282,6,70,"['python', 'machine learning', 'deep learning', 'sql']",4,junior,2,1,data scientist,data_science,B.SC,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
299,Scott Coleman,"SQL, Deep Learning",6,B.Tech,Google ML,Data Scientist,Hire,80534,6,100,"['deep learning', 'sql']",2,senior,6,3,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
305,Tina Howard,"SQL, Python, Machine Learning",6,B.Sc,AWS Certified,Data Scientist,Hire,52824,9,100,"['python', 'machine learning', 'sql']",3,senior,6,3,data scientist,data_science,B.SC,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
307,Jessica Campbell,"Machine Learning, SQL, Python",4,B.Sc,Google ML,Data Scientist,Hire,114573,8,100,"['python', 'machine learning', 'sql']",3,mid-level,4,2,data scientist,data_science,B.SC,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
308,Andrew Shaw,"Python, SQL",1,MBA,Deep Learning Specialization,Data Scientist,Hire,112556,7,65,"['python', 'sql']",2,fresher,1,0,data scientist,data_science,MBA,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
309,Stephen Lopez,"Deep Learning, SQL",6,B.Tech,AWS Certified,Data Scientist,Hire,106433,0,80,"['deep learning', 'sql']",2,senior,6,3,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
312,Benjamin Rivera,"SQL, Machine Learning, Python, Deep Learning",6,B.Sc,Google ML,Data Scientist,Hire,99502,8,100,"['python', 'machine learning', 'deep learning', 'sql']",4,senior,6,3,data scientist,data_science,B.SC,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
313,Laura Stewart,"Deep Learning, SQL, Python, Machine Learning",1,PhD,Deep Learning Specialization,Data Scientist,Reject,52288,1,45,"['python', 'machine learning', 'deep learning', 'sql']",4,fresher,1,0,data scientist,data_science,PHD,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
318,Heather Savage,"Machine Learning, Python, Deep Learning",2,B.Tech,Deep Learning Specialization,Data Scientist,Hire,55376,7,80,"['python', 'machine learning', 'deep learning']",3,junior,2,1,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
321,Jerome Sampson,"Deep Learning, SQL",5,MBA,Google ML,Data Scientist,Hire,114879,8,100,"['deep learning', 'sql']",2,mid-level,5,2,data scientist,data_science,MBA,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
323,Malik Burns,"Python, Deep Learning",5,B.Tech,,Data Scientist,Hire,73559,10,100,"['python', 'deep learning']",2,mid-level,5,2,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
326,William Bryant,"Deep Learning, Python",3,MBA,AWS Certified,Data Scientist,Hire,44012,10,100,"['python', 'deep learning']",2,mid-level,3,2,data scientist,data_science,MBA,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
327,Abigail Brock,"Machine Learning, Python, Deep Learning",9,B.Tech,,Data Scientist,Hire,93707,0,100,"['python', 'machine learning', 'deep learning']",3,senior,9,3,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
332,Brett Mills,"Python, Deep Learning, SQL, Machine Learning",1,B.Tech,AWS Certified,Data Scientist,Hire,61616,9,85,"['python', 'machine learning', 'deep learning', 'sql']",4,fresher,1,0,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
340,John Alvarez,"SQL, Machine Learning",0,B.Tech,AWS Certified,Data Scientist,Reject,90362,8,60,"['machine learning', 'sql']",2,fresher,0,0,data scientist,data_science,B.TECH,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
342,Shannon Page,"Deep Learning, SQL, Python, Machine Learning",8,MBA,AWS Certified,Data Scientist,Hire,100345,0,100,"['python', 'machine learning', 'deep learning', 'sql']",4,senior,8,3,data scientist,data_science,MBA,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
345,Whitney Thompson,"Deep Learning, Machine Learning, SQL, Python",1,M.Tech,Deep Learning Specialization,Data Scientist,Hire,79991,10,90,"['python', 'machine learning', 'deep learning', 'sql']",4,fresher,1,0,data scientist,data_science,M.TECH,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
349,Ashley Gardner,"Machine Learning, Python",1,MBA,AWS Certified,Data Scientist,Reject,108606,3,45,"['python', 'machine learning']",2,fresher,1,0,data scientist,data_science,MBA,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
353,Morgan Mueller,"Python, Deep Learning, SQL, Machine Learning",9,PhD,,Data Scientist,Hire,45043,5,100,"['python', 'machine learning', 'deep learning', 'sql']",4,senior,9,3,data scientist,data_science,PHD,4,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
354,Anthony Wheeler,"Python, Machine Learning, Deep Learning",0,B.Tech,Google ML,Data Scientist,Reject,116661,3,40,"['python', 'machine learning', 'deep learning']",3,fresher,0,0,data scientist,data_science,B.TECH,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
359,Debra Franco,"SQL, Deep Learning, Machine Learning",6,M.Tech,,Data Scientist,Hire,58016,2,85,"['machine learning', 'deep learning', 'sql']",3,senior,6,3,data scientist,data_science,M.TECH,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
369,Shelly Mann,"Deep Learning, Python",6,MBA,Deep Learning Specialization,Data Scientist,Hire,53984,7,100,"['python', 'deep learning']",2,senior,6,3,data scientist,data_science,MBA,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
378,Jacob White,"Python, Machine Learning, Deep Learning",0,B.Sc,Deep Learning Specialization,Data Scientist,Hire,97987,10,75,"['python', 'machine learning', 'deep learning']",3,fresher,0,0,data scientist,data_science,B.SC,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
379,Zachary Lynch,"SQL, Python",8,B.Sc,Deep Learning Specialization,Data Scientist,Hire,118157,10,100,"['python', 'sql']",2,senior,8,3,data scientist,data_science,B.SC,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
380,Mr. Keith Smith,"SQL, Python, Deep Learning, Machine Learning",2,B.Tech,Google ML,Data Scientist,Hire,69741,10,100,"['python', 'machine learning', 'deep learning', 'sql']",4,junior,2,1,data scientist,data_science,B.TECH,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
390,Miguel Robbins,"Deep Learning, Python, SQL, Machine Learning",1,PhD,AWS Certified,Data Scientist,Reject,84131,3,55,"['python', 'machine learning', 'deep learning', 'sql']",4,fresher,1,0,data scientist,data_science,PHD,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
394,Victor Braun,"Python, Machine Learning, SQL",6,PhD,,Data Scientist,Hire,46741,1,80,"['python', 'machine learning', 'sql']",3,senior,6,3,data scientist,data_science,PHD,4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
397,Leah Cain,"Machine Learning, Deep Learning, SQL, Python",3,M.Tech,AWS Certified,Data Scientist,Reject,93900,0,60,"['python', 'machine learning', 'deep learning', 'sql']",4,mid-level,3,2,data scientist,data_science,M.TECH,3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
399,Danielle Davis,"Machine Learning, Python, Deep Learning",1,MBA,Deep Learning Specialization,Data Scientist,Reject,79404,4,55,"['python', 'machine learning', 'deep learning']",3,fresher,1,0,data scientist,data_science,MBA,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
